,index,Date,SeasonNumber,SeasonVersion,Map,Category,WinningTeam,WinningTeamCSR,WinningTeamMMR,WinningTeamScore,WinningTeamFinalScore,WinningTeamWinPercentChance,LosingTeam,LosingTeamCSR,LosingTeamMMR,LosingTeamScore,LosingTeamFinalScore,LosingTeamWinPercentChance,Rank,Outcome,Accuracy,DamageDone,DamageTaken,ShotsFired,ShotsLanded,ShotsMissed,KD,KDA,Kills,KillsMelee,KillsGrenade,KillsHeadshot,KillsPower,Deaths,Assists,Betrayals,Suicides,MaxSpree,ExpectedKills,ExpectedDeaths,Score,Medals,LengthSeconds,LengthMinutes,DamageRatio,KillsBody,Kills/10Min,Deaths/10Min,Assists/10Min,Dmg/10Min,DmgT/10Min,ExcessKills,ExcessDeaths,LifetimeKD,LifetimeDmgRatio,LifetimeAcc,LifetimeBodyPct,LifetimeMeleePct,LifetimeHSPct,LifetimeGrenadePct,LifetimePowerPct,Csr,LifetimeWinRate
215,926,2024-03-22 00:52:14,6,1,Recharge,Oddball,,,,,,,,,,,,,3,1.0,20.45,619,951,44,9,35,3.0,3.0,3,0,0,2,0,0,0,0,0,3,4.0,0.0,560,2,307,5.116666666666666,0.650893796004206,1,5.863192182410424,0.0,0.0,1209.771986970684,1858.6319218241044,-1.0,0.0,1.095872170439414,1.1621595691246103,52.930386132257176,27.91616038882139,9.416767922235723,52.91616038882139,7.320777642770353,2.4301336573511545,1035,0.5823665893271461
216,927,2024-03-22 01:00:38,6,1,Live Fire,Strongholds,,,,,,,,,,,,,5,0.0,59.73,7437,6851,298,178,120,1.41,9.66,24,5,1,15,3,17,8,0,0,6,18.0,22.0,3600,12,869,14.483333333333333,1.0855349584002336,0,16.57077100115075,11.737629459148447,5.523590333716917,5134.867663981588,4730.264672036825,6.0,5.0,1.097649784839457,1.161668951736887,52.96736175724737,27.714113389626053,9.499396863691194,52.985524728588665,7.297949336550061,2.5030156815440288,1027,0.5796766743648961
217,928,2024-03-22 01:16:47,6,1,Recharge,Strongholds,,,,,,,,,,,,,1,1.0,52.94,6910,6451,306,162,144,0.7,-3.66,16,5,1,7,0,23,10,0,0,2,20.0,22.0,2530,4,917,15.283333333333333,1.0711517594171447,3,10.468920392584515,15.04907306434024,6.543075245365322,4521.264994547438,4220.937840785169,-4.0,-1.0,1.0946123521681996,1.1611264910259744,52.96721638636404,27.671068427370948,9.603841536614647,52.94117647058824,7.292917166866747,2.4909963985594237,1034,0.5816091954022988
218,929,2024-03-22 01:33:06,6,1,Aquarius,CTF 5 Captures,,,,,,,,,,,,,1,1.0,54.82,7116,5668,394,216,178,1.27,9.66,19,1,1,11,0,15,17,0,0,4,17.0,16.0,3205,10,756,12.6,1.2554693013408609,6,15.079365079365079,11.904761904761905,13.492063492063494,5647.619047619048,4498.412698412699,2.0,1.0,1.0954560313828048,1.1616206515430991,52.980382973357585,27.693225902715607,9.579230080572962,52.96926290659505,7.281408534765742,2.4768725753506415,1042,0.5835240274599542
219,930,2024-03-22 01:50:02,6,1,Solitude,Slayer,,,,,,,,,,,,,5,0.0,52.56,4613,3568,215,113,102,1.44,5.33,13,1,0,10,0,9,4,0,0,4,11.0,12.0,1510,4,500,8.333333333333334,1.2928811659192825,2,15.599999999999998,10.799999999999999,4.8,5535.599999999999,4281.599999999999,2.0,3.0,1.0964797913950457,1.1620520302558037,52.97875394774619,27.645659928656364,9.57193816884661,53.06183115338883,7.253269916765754,2.4673008323424495,1034,0.5808656036446469
220,931,2024-03-22 01:59:41,6,1,Live Fire,Strongholds,,,,,,,,,,,,,5,0.0,57.08,6361,6240,219,125,94,0.67,-3.0,12,1,3,5,0,18,9,0,1,2,15.0,17.0,1900,4,710,11.833333333333334,1.0193910256410257,3,10.140845070422536,15.211267605633802,7.605633802816901,5375.492957746478,5273.239436619719,-3.0,-1.0,1.0939727802981205,1.16123676180219,52.99479864872111,27.636255924170616,9.567535545023697,53.02132701421801,7.3163507109004735,2.4585308056872037,1025,0.5782312925170068
221,932,2024-03-23 20:24:05,6,1,Forbidden,CTF 3 Captures,,,,,,,,,,,,,4,1.0,53.33,4247,2991,195,104,91,2.0,9.66,14,0,1,6,0,7,8,0,0,5,10.0,10.0,1970,3,443,7.383333333333334,1.4199264460046808,7,18.96162528216704,9.48081264108352,10.835214446952595,5752.14446952596,4051.0158013544014,4.0,3.0,1.0960232783705142,1.1619434344652102,52.995974493249264,27.728613569321535,9.52802359882006,52.97935103244838,7.315634218289086,2.448377581120944,1033,0.5801354401805869
222,933,2024-03-23 20:33:47,6,1,Recharge,King of the Hill,,,,,,,,,,,,,1,1.0,49.07,3910,4205,216,106,110,1.13,3.66,9,3,0,4,0,8,8,0,0,3,14.0,13.0,1750,2,520,8.666666666666666,0.929845422116528,2,10.384615384615385,9.230769230769232,9.230769230769232,4511.538461538462,4851.923076923077,-5.0,5.0,1.0960980328926153,1.1610554702341527,52.980943255615884,27.714033539276254,9.591056192997941,52.956751985878206,7.296263606943218,2.441894674904384,1040,0.5820224719101124
223,935,2024-03-23 20:47:44,6,1,Recharge,King of the Hill,,,,,,,,,,,,,4,1.0,68.21,4758,3427,173,118,55,1.5,8.66,15,3,1,10,0,10,11,0,0,5,11.0,11.0,2150,9,425,7.083333333333333,1.3883863437408812,1,21.176470588235293,14.11764705882353,15.529411764705882,6717.176470588236,4838.117647058823,4.0,1.0,1.0966912945711533,1.1617456673810638,53.02708819577057,27.621558289396603,9.636789689513767,53.01698886936145,7.293497363796134,2.4311657879320445,1048,0.5838926174496645
224,936,2024-03-23 20:56:57,6,1,Solitude,Slayer,,,,,,,,,,,,,3,1.0,53.61,4430,3020,194,104,90,1.11,3.66,10,1,1,7,0,9,8,0,0,2,11.0,12.0,1410,4,503,8.383333333333333,1.466887417218543,1,11.928429423459246,10.735586481113321,9.542743538767397,5284.294234592446,3602.385685884692,-1.0,3.0,1.096732863549007,1.1625788392547158,53.02907488986784,27.570093457943923,9.63785046728972,53.06658878504673,7.3014018691588785,2.4240654205607477,1055,0.5857461024498887
225,937,2024-03-23 21:09:43,6,1,Live Fire,Oddball,,,,,,,,,,,,,8,0.0,60.56,6147,4886,213,129,84,1.07,5.0,15,0,2,9,0,14,12,0,0,5,15.0,16.0,2280,8,649,10.816666666666666,1.2580843225542366,4,13.86748844375963,12.942989214175656,11.093990755007706,5682.896764252697,4517.103235747303,0.0,2.0,1.0966198979591837,1.1629988820217942,53.057247687095135,27.56615295143937,9.595812736260541,53.09683047397499,7.327711544053504,2.4134922942715904,1046,0.5831485587583148
226,938,2024-03-23 21:22:01,6,1,Live Fire,King of the Hill,,,,,,,,,,,,,1,1.0,59.22,8594,7193,309,183,126,1.56,15.33,28,5,2,14,0,18,16,0,0,5,22.0,21.0,4200,7,830,13.833333333333334,1.194772695676352,7,20.240963855421686,13.012048192771084,11.566265060240964,6212.530120481928,5199.759036144578,6.0,3.0,1.0992390615091947,1.1632032854944028,53.090515435116636,27.545428324199595,9.662532448803,53.071820017306024,7.326218632823767,2.394000576867609,1054,0.5849889624724062
227,939,2024-03-24 18:50:19,6,1,Recharge,Oddball,,,,,,,,,,,,,6,0.0,53.41,6665,6616,249,133,116,1.31,8.33,21,2,3,11,0,16,10,0,0,4,20.0,22.0,3400,8,866,14.433333333333334,1.0074062877871826,5,14.549653579676674,11.085450346420323,6.928406466512702,4617.782909930716,4583.833718244804,1.0,6.0,1.1003154574132492,1.1622868513073654,53.09191425740164,27.522935779816514,9.661697247706421,53.06766055045872,7.368119266055046,2.3795871559633026,1046,0.5824175824175825
228,940,2024-03-24 19:06:25,6,1,Empyrean,CTF 3 Captures,,,,,,,,,,,,,3,1.0,49.46,4499,3564,186,92,94,2.11,11.66,19,3,1,11,1,9,5,0,0,4,11.0,12.0,2435,8,522,8.7,1.2623456790123457,3,21.839080459770116,10.344827586206897,5.74712643678161,5171.264367816092,4096.551724137931,8.0,3.0,1.1031770997168922,1.162602908605548,53.08021557176772,27.45936698032506,9.694895922440832,53.093812375249506,7.356715141146279,2.3952095808383236,1054,0.5842450765864332
229,941,2024-03-24 19:16:36,6,1,Live Fire,Slayer,Cobra,1062.25,1054.578,6460.0,50.0,50.0,Eagle,1062.0,1054.428,5930.0,48.0,50.0,7,0.0,50.56,4107,4674,178,90,88,0.5,-7.0,8,0,1,6,0,16,3,0,0,2,12.0,13.0,950,1,558,9.3,0.8786906290115533,1,8.602150537634408,17.204301075268816,3.225806451612903,4416.129032258064,5025.806451612903,-4.0,-3.0,1.1001564945226916,1.1614316568415535,53.072471279260604,27.425320056899004,9.672830725462305,53.14366998577525,7.368421052631578,2.3897581792318636,1045,0.5816993464052288
230,942,2024-03-24 19:32:02,6,1,Recharge,King of the Hill,,,,,,,,,,,,,6,0.0,54.09,5113,5124,220,119,101,0.44,-6.33,7,2,1,4,0,16,8,0,0,2,15.0,15.0,1225,1,587,9.783333333333333,0.9978532396565184,0,7.155025553662692,16.35434412265758,8.17717206132879,5226.235093696763,5237.478705281091,-8.0,-1.0,1.096854562441607,1.1606951906897869,53.076327338439036,27.370812038614424,9.710391822827939,53.15161839863713,7.382169222032936,2.385008517887564,1036,0.579175704989154
231,944,2024-03-24 20:21:56,6,1,Recharge,King of the Hill,,,,,,,,,,,,,1,1.0,66.67,3792,2908,141,94,47,1.63,7.0,13,2,0,7,0,8,6,0,0,4,12.0,9.0,2025,6,491,8.183333333333334,1.3039889958734525,4,15.885947046843176,9.775967413441954,7.3319755600814664,4633.808553971487,3553.5641547861505,1.0,1.0,1.096934035305048,1.1605541537945399,53.12403658411263,27.35742518351214,9.740259740259742,53.19028797289667,7.340485601355167,2.371541501976284,1034,0.5809935205183585
232,945,2024-03-26 00:34:29,6,1,Streets,Slayer,,,,,,,,,,,,,2,1.0,60.73,4428,3030,219,133,86,1.86,8.33,13,0,3,6,0,7,7,0,0,5,10.0,11.0,1660,2,458,7.633333333333334,1.4613861386138614,4,17.03056768558952,9.170305676855895,9.170305676855895,5800.873362445414,3969.43231441048,3.0,4.0,1.0985784919653894,1.1613484230870443,53.152461394079,27.369901547116736,9.70464135021097,53.16455696202531,7.3980309423347395,2.3628691983122363,1042,0.5827956989247312
233,946,2024-03-26 00:43:35,6,1,Live Fire,Strongholds,,,,,,,,,,,,,1,1.0,65.5,6631,5865,229,150,79,1.0,3.0,16,0,0,10,0,16,9,0,0,3,16.0,18.0,2400,6,753,12.55,1.130605285592498,6,12.749003984063744,12.749003984063744,7.1713147410358555,5283.665338645418,4673.306772908366,0.0,2.0,1.0980934809348093,1.1611921070631919,53.2005303056056,27.41528983478017,9.661159339120696,53.206384766171944,7.364883786054327,2.3522822738728646,1049,0.5845824411134903
234,947,2024-03-26 00:58:43,6,1,Argyle,CTF 3 Captures,,,,,,,,,,,,,7,0.0,63.85,6715,5513,260,166,94,1.19,7.33,19,2,0,8,0,16,13,0,0,2,19.0,20.0,2745,7,884,14.733333333333333,1.2180301106475604,9,12.895927601809955,10.85972850678733,8.823529411764707,4557.692307692308,3741.85520361991,0.0,4.0,1.098531211750306,1.161462467644521,53.247368599180966,27.520891364902507,9.66573816155989,53.14763231197771,7.325905292479108,2.33983286908078,1040,0.582089552238806
235,948,2024-03-26 01:15:43,6,1,Recharge,Oddball,,,,,,,,,,,,,7,0.0,53.45,5850,5169,232,124,108,1.15,5.66,15,1,1,5,0,13,11,0,0,4,14.0,16.0,2355,7,621,10.35,1.1317469529889728,8,14.492753623188406,12.560386473429952,10.628019323671499,5652.173913043479,4994.202898550725,1.0,3.0,1.098750380981408,1.1613305284713817,53.24815426625763,27.628294036061025,9.653259361997225,53.06518723994452,7.323162274618586,2.3300970873786406,1032,0.5796178343949044
236,949,2024-03-26 01:27:15,6,1,Recharge,Strongholds,,,,,,,,,,,,,1,1.0,53.85,3918,3229,169,91,78,1.33,5.0,12,1,1,5,0,9,6,0,0,4,10.0,10.0,1700,5,472,7.866666666666666,1.213378755032518,5,15.254237288135595,11.440677966101696,7.627118644067798,4980.5084745762715,4104.661016949152,2.0,1.0,1.0993920972644378,1.1614744928464842,53.249852928817546,27.674868675698093,9.648880287531103,53.0273707492397,7.3265136853746196,2.3223666021564835,1040,0.5813953488372093
237,950,2024-03-26 01:36:03,6,1,Solitude,Slayer,,,,,,,,,,,,,1,1.0,66.67,4592,3240,150,100,50,2.0,10.33,14,0,1,9,0,7,10,0,0,4,10.0,11.0,1860,5,459,7.65,1.4172839506172838,4,18.30065359477124,9.15032679738562,13.071895424836601,6002.614379084967,4235.294117647059,4.0,4.0,1.1013042159538975,1.162182502191113,53.28359460139157,27.678325530156982,9.61167722390526,53.07077939961443,7.325805563205728,2.3134122831175987,1048,0.5831578947368421
238,953,2024-03-28 00:16:25,6,1,Recharge,Strongholds,,,,,,,,,,,,,5,0.0,50.88,6608,6517,285,145,140,1.13,5.0,17,1,0,13,0,15,9,0,0,4,17.0,19.0,2485,5,766,12.766666666666667,1.0139634801288937,3,13.315926892950392,11.749347258485638,7.049608355091383,5175.97911227154,5104.699738903394,0.0,4.0,1.1009340162699608,1.1613467584021873,53.290230124477176,27.64094143404488,9.578544061302683,53.20197044334976,7.2796934865900385,2.2988505747126435,1032,0.5807127882599581
239,954,2024-03-28 00:30:33,6,1,Aquarius,Slayer,,,,,,,,,,,,,2,1.0,53.54,4621,3956,226,121,105,1.56,8.0,14,3,1,6,0,9,9,0,0,3,12.0,12.0,1850,2,545,9.083333333333334,1.1680990899898889,4,15.412844036697246,9.908256880733944,9.908256880733944,5087.339449541284,4355.2293577981645,2.0,3.0,1.1021634615384615,1.161369335743862,53.29116655875956,27.644492911668483,9.623773173391493,53.16248636859324,7.279171210468921,2.2900763358778624,1040,0.5824634655532359
240,955,2024-03-28 00:41:30,6,1,Empyrean,CTF 3 Captures,,,,,,,,,,,,,3,0.5,51.2,8580,7832,543,278,265,1.19,8.0,25,3,3,13,1,21,12,0,0,5,24.0,24.0,3160,11,1081,18.016666666666666,1.095505617977528,5,13.87604070305273,11.655874190564292,6.660499537465309,4762.257169287696,4347.08603145236,1.0,3.0,1.1027172290235892,1.1609362077289616,53.27245804540968,27.592743027349037,9.639859193067966,53.15461684267533,7.311129163281885,2.301651773625778,1040,0.5833333333333334
241,956,2024-03-28 01:01:28,6,1,Solitude,Slayer,,,,,,,,,,,,,3,1.0,53.4,4308,3993,191,102,89,0.71,-2.33,10,1,2,4,0,14,5,0,0,2,12.0,12.0,1270,2,537,8.95,1.0788880540946657,3,11.173184357541901,15.64245810055866,5.5865921787709505,4813.407821229051,4461.45251396648,-2.0,-2.0,1.1011002081474874,1.1606620428329462,53.272867428777616,27.599243856332706,9.640831758034027,53.119092627599244,7.345395625168782,2.2954361328652446,1047,0.5850622406639004
242,957,2024-03-28 01:11:39,6,1,Aquarius,CTF 5 Captures,,,,,,,,,,,,,3,1.0,56.88,5896,6004,276,157,119,0.82,0.66,14,1,0,8,0,17,11,0,0,4,17.0,16.0,2075,6,748,12.466666666666667,0.9820119920053297,5,11.229946524064172,13.636363636363635,8.823529411764707,4729.411764705882,4816.042780748663,-3.0,-1.0,1.0997041420118343,1.1597689205077222,53.28914069260535,27.62980898574119,9.631423190745226,53.13424804950229,7.317729351627657,2.2867904223836426,1054,0.5867768595041323
243,958,2024-03-28 01:25:58,6,1,Streets,Oddball,,,,,,,,,,,,,5,0.0,60.38,3539,4079,159,96,63,0.4,-7.33,6,1,1,3,0,15,5,0,0,3,11.0,12.0,1170,1,480,8.0,0.8676146114243687,1,7.5,18.75,6.25,4423.75,5098.75,-5.0,-3.0,1.0966126656848307,1.1587800018422456,53.30749438165652,27.612140746709642,9.642761214074671,53.129196884233146,7.332796132151491,2.28310502283105,1045,0.5843621399176955
244,959,2024-03-28 01:36:04,6,1,Recharge,King of the Hill,,,,,,,,,,,,,8,0.0,52.21,4842,4311,249,130,119,1.38,5.66,11,0,1,6,0,8,8,0,0,6,14.0,14.0,1550,6,550,9.166666666666666,1.1231732776617953,4,12.000000000000002,8.727272727272728,8.727272727272728,5282.181818181818,4702.909090909091,-3.0,6.0,1.0972671172494857,1.1586530749271102,53.30305733517152,27.637921799678626,9.614354579539368,53.13336904124264,7.337975361542581,2.2763792179967863,1036,0.5819672131147541
245,960,2024-03-28 01:46:35,6,1,Solitude,King of the Hill,,,,,,,,,,,,,5,0.0,52.87,8176,6596,331,175,156,1.31,13.0,21,2,2,14,0,16,24,0,0,9,22.0,22.0,3825,7,842,14.033333333333333,1.2395391146149182,3,14.96437054631829,11.401425178147269,17.102137767220903,5826.1282660332545,4700.237529691211,-1.0,6.0,1.0982743492249196,1.159091843632757,53.30074532959055,27.563249001331556,9.613848202396804,53.20905459387484,7.350199733688416,2.263648468708389,1027,0.5795918367346938
246,961,2024-03-28 02:02:20,6,1,Aquarius,CTF 5 Captures,,,,,,,,,,,,,6,0.0,54.33,7431,6140,381,207,174,0.78,-0.66,14,0,3,10,0,18,10,0,0,4,16.0,17.0,2000,8,746,12.433333333333334,1.2102605863192182,1,11.26005361930295,14.47721179624665,8.04289544235925,5976.675603217158,4938.337801608579,-2.0,-1.0,1.0965958684899622,1.159348922917802,53.30703737553514,27.487397187582914,9.578137436985939,53.27673122844255,7.402494030246749,2.255240116741841,1018,0.5772357723577236
247,962,2024-04-01 23:37:27,6,1,Argyle,CTF 3 Captures,,,,,,,,,,,,,7,0.0,62.66,9234,6397,308,193,115,2.38,20.66,31,3,2,18,3,13,8,0,0,7,19.0,19.0,3810,17,876,14.6,1.4434891355322808,5,21.232876712328768,8.904109589041095,5.47945205479452,6324.657534246576,4381.506849315068,12.0,6.0,1.1014492753623188,1.1608284934004616,53.353011567610686,27.39473684210526,9.578947368421051,53.315789473684205,7.394736842105264,2.3157894736842106,1011,0.5748987854251012
248,963,2024-04-01 23:54:27,6,1,Forbidden,CTF 3 Captures,,,,,,,,,,,,,3,1.0,54.1,6785,5767,268,145,123,1.15,4.33,15,1,2,8,2,13,7,0,1,4,16.0,15.0,1860,6,757,12.616666666666667,1.1765215883474944,2,11.889035667107002,10.303830911492735,5.5482166446499335,5377.8071334214,4570.937912813739,-1.0,2.0,1.1016459717008373,1.1609018182525266,53.356211175190246,27.339449541284406,9.567496723460026,53.31585845347313,7.418086500655308,2.3591087811271296,1019,0.5766129032258065
249,964,2024-04-02 00:09:10,6,1,Aquarius,Slayer,,,,,,,,,,,,,3,1.0,46.64,4616,3749,268,125,143,1.18,5.0,13,2,0,7,0,11,9,0,0,3,11.0,11.0,1760,4,498,8.3,1.2312616697786076,4,15.662650602409638,13.253012048192769,10.843373493975903,5561.44578313253,4516.867469879518,2.0,0.0,1.1018998272884284,1.1611148850858353,53.32774358893231,27.351097178683386,9.587251828631139,53.31765935214211,7.39289446185998,2.3510971786833856,1027,0.5783132530120482
250,965,2024-04-02 00:18:22,6,1,Recharge,King of the Hill,,,,,,,,,,,,,7,0.0,54.15,7283,4849,301,163,138,1.54,9.33,20,3,3,10,0,13,7,0,0,7,17.0,17.0,2425,7,652,10.866666666666667,1.5019591668385235,4,18.40490797546012,11.963190184049079,6.441717791411042,6702.147239263803,4462.269938650306,3.0,4.0,1.1035273874390594,1.1624446840352092,53.331653860687744,27.31288981288981,9.615384615384617,53.3004158004158,7.4324324324324325,2.338877338877339,1019,0.576
251,966,2024-04-02 00:31:10,6,1,Recharge,Slayer,,,,,,,,,,,,,2,1.0,43.72,4610,4917,247,108,139,1.4,5.0,14,3,0,6,0,10,3,0,0,3,14.0,14.0,1560,5,601,10.016666666666667,0.9375635550132194,5,13.976705490848584,9.983361064891845,2.9950083194675536,4602.329450915141,4908.818635607321,0.0,4.0,1.1043751787246212,1.1615585156642574,53.29443686381531,27.343345416882443,9.65820818228897,53.26255825996893,7.405489383738996,2.330398757120663,1027,0.5776892430278885
252,968,2024-04-02 01:09:29,6,1,Recharge,Slayer,,,,,,,,,,,,,3,1.0,47.03,3955,4239,202,95,107,1.08,3.0,13,1,0,5,0,12,6,0,0,4,11.0,12.0,1600,3,532,8.866666666666667,0.9330030667610285,7,14.661654135338345,13.533834586466165,6.7669172932330826,4460.526315789473,4780.827067669173,2.0,0.0,1.103988603988604,1.1608255572990909,53.26966959457348,27.43225806451613,9.651612903225807,53.21290322580645,7.380645161290323,2.3225806451612905,1035,0.5793650793650794
253,969,2024-04-02 01:19:48,6,1,Live Fire,Slayer,,,,,,,,,,,,,2,1.0,54.84,4416,4235,186,102,84,1.18,3.66,13,0,0,8,1,11,5,0,0,4,12.0,12.0,1560,5,525,8.75,1.0427390791027156,4,14.857142857142858,12.571428571428571,5.7142857142857135,5046.857142857143,4840.0,1.0,1.0,1.1042317523430845,1.1604275436139055,53.27421767859369,27.44341563786008,9.619341563786008,53.24074074074075,7.3559670781893,2.3405349794238686,1043,0.5810276679841897
254,970,2024-04-02 01:29:44,6,1,Live Fire,King of the Hill,,,,,,,,,,,,,5,0.0,58.8,5366,5156,216,127,89,1.14,4.33,16,3,3,7,0,14,7,0,0,5,13.0,15.0,2075,6,556,9.266666666666667,1.0407292474786656,3,17.26618705035971,15.107913669064747,7.553956834532373,5790.647482014388,5564.028776978416,3.0,1.0,1.1043847241867044,1.1599383657409903,53.2927435387674,27.407786885245898,9.656762295081968,53.20184426229508,7.402663934426229,2.3309426229508197,1035,0.5787401574803149
255,971,2024-04-02 01:40:02,6,1,Empyrean,CTF 3 Captures,,,,,,,,,,,,,2,1.0,53.5,6682,7537,357,191,166,0.65,-3.66,15,0,0,6,0,23,13,0,0,2,20.0,21.0,2200,7,931,15.516666666666667,0.8865596391137057,9,9.667024704618688,14.822771213748656,8.378088077336198,4306.3372717508055,4857.35767991407,-5.0,-2.0,1.101461495222035,1.1583149026964803,53.293894132002904,27.532533809645315,9.619800969635111,53.15131411074253,7.374330186272009,2.322020923705027,1042,0.5803921568627451
256,972,2024-04-03 23:22:42,6,1,Recharge,Strongholds,,,,,,,,,,,,,5,0.0,47.57,5217,4173,206,98,108,1.25,5.0,15,3,1,6,0,12,6,0,0,3,13.0,14.0,2185,8,591,9.85,1.2501797268152408,5,15.228426395939088,12.18274111675127,6.091370558375635,5296.446700507614,4236.548223350254,2.0,2.0,1.1019607843137256,1.1586159614119023,53.275747917532755,27.554651753940014,9.659379766141333,53.101169293340114,7.371631926792069,2.3131672597864767,1034,0.578125
257,973,2024-04-03 23:34:24,6,1,Live Fire,King of the Hill,,,,,,,,,,,,,1,1.0,56.13,6372,4673,253,142,111,1.29,7.66,18,3,5,5,0,14,11,0,0,3,18.0,17.0,2700,5,658,10.966666666666667,1.3635780012839718,5,16.413373860182368,12.76595744680851,10.030395136778116,5810.334346504559,4261.094224924012,0.0,3.0,1.1026785714285714,1.1593653928462722,53.28680981595092,27.555668016194335,9.691295546558704,52.98582995951418,7.4645748987854255,2.302631578947368,1042,0.5797665369649806
258,974,2024-04-03 23:46:28,6,1,Streets,Oddball,,,,,,,,,,,,,8,0.0,55.87,8567,6900,358,200,158,1.05,4.33,21,0,3,11,0,20,10,0,0,5,21.0,23.0,2815,7,906,15.1,1.2415942028985507,7,13.90728476821192,13.245033112582782,6.622516556291391,5673.509933774834,4569.53642384106,0.0,3.0,1.1023862375138735,1.1598069605944032,53.30089386497453,27.586206896551722,9.640070475711049,52.98263277120564,7.500629247420086,2.2904606091115025,1034,0.5775193798449613
259,975,2024-04-04 00:03:30,6,1,Empyrean,CTF 3 Captures,,,,,,,,,,,,,3,1.0,53.3,5666,5661,409,218,191,1.0,3.0,14,1,2,6,0,14,9,0,0,3,16.0,13.0,1935,4,712,11.866666666666667,1.0008832361773539,5,11.797752808988765,11.797752808988765,7.584269662921348,4774.7191011235955,4770.505617977527,-2.0,-1.0,1.1019900497512438,1.159109857583412,53.300892870677764,27.614747930775017,9.631301730624529,52.947078003511415,7.524454477050415,2.2824178580386256,1042,0.5791505791505791
260,976,2024-04-04 00:18:02,6,1,Streets,Slayer,,,,,,,,,,,,,1,1.0,57.67,4459,3869,189,109,80,1.78,8.0,16,2,1,7,0,9,3,0,0,8,11.0,11.0,1760,5,484,8.066666666666666,1.1524941845438097,6,19.834710743801654,11.15702479338843,3.7190082644628104,5527.6859504132235,4796.280991735537,5.0,2.0,1.1036669423766199,1.159090083888975,53.31338049458855,27.654259305520863,9.642767924056956,52.91031726205346,7.51936047964027,2.273295028728454,1050,0.5807692307692308
261,977,2024-04-04 00:27:57,6,1,Recharge,Oddball,,,,,,,,,,,,,6,0.0,48.63,6227,7018,292,142,150,0.71,-0.66,15,2,3,9,0,21,16,0,0,3,20.0,22.0,3085,6,867,14.45,0.8872898261612995,1,10.380622837370243,14.53287197231834,11.072664359861593,4309.342560553633,4856.747404844291,-5.0,1.0,1.1014254385964912,1.157624434580362,53.29280038526366,27.575908412145345,9.656545545047287,52.93678446988551,7.565953210552514,2.264808362369338,1041,0.578544061302682
262,978,2024-04-04 00:43:57,6,1,Argyle,CTF 3 Captures,,,,,,,,,,,,,6,0.0,57.14,6095,6153,238,136,102,0.89,1.0,16,0,0,12,1,18,9,0,1,6,17.0,18.0,2095,10,788,13.133333333333333,0.9905737038842841,3,12.18274111675127,13.70558375634518,6.85279187817259,4640.862944162437,4685.02538071066,-1.0,0.0,1.1003818876159301,1.1568383781220843,53.30654110308011,27.540902330193358,9.61824491819534,53.024293505205755,7.535944471988102,2.2806147744174514,1033,0.5763358778625954
263,979,2024-04-04 00:59:41,6,1,Recharge,Slayer,,,,,,,,,,,,,4,1.0,39.2,3702,3609,199,78,121,0.5,-0.66,4,1,0,2,0,8,10,0,0,2,13.0,13.0,900,1,555,9.25,1.025768911055694,1,4.324324324324325,8.64864864864865,10.81081081081081,4002.162162162162,3901.6216216216217,-9.0,5.0,1.0990745781164943,1.1564776251898028,53.26455857068102,27.53838533927687,9.633481921743439,53.02129767211491,7.5284794452699355,2.278355621594849,1040,0.5779467680608364
264,981,2024-04-04 01:20:18,6,1,Argyle,CTF 3 Captures,,,,,,,,,,,,,3,1.0,55.0,3005,1830,100,55,45,3.0,7.66,9,1,0,6,3,3,5,0,0,4,7.0,6.0,1260,5,316,5.266666666666667,1.6420765027322404,-1,17.088607594936708,5.69620253164557,9.49367088607595,5705.696202531645,3474.6835443037976,2.0,3.0,1.1006255099265705,1.1571544005257952,53.267149361797415,27.45243390165555,9.636767976278724,53.051643192488264,7.511737089201878,2.3474178403755865,1048,0.5795454545454546
265,982,2024-04-04 23:59:51,6,1,Solitude,King of the Hill,,,,,,,,,,,,,1,1.0,58.23,2438,1820,79,46,33,1.8,4.66,9,1,0,7,0,5,2,0,0,5,8.0,6.0,1050,7,317,5.283333333333333,1.3395604395604395,1,17.034700315457414,9.46372239747634,3.7854889589905367,4614.511041009464,3444.794952681388,1.0,1.0,1.1015752308527973,1.1574068792641756,53.2729929619468,27.416173570019726,9.640039447731755,53.10650887573964,7.495069033530571,2.342209072978304,1056,0.5811320754716981
266,983,2024-04-05 00:06:21,6,1,Aquarius,Slayer,,,,,,,,,,,,,4,1.0,56.69,2520,2721,127,72,55,1.8,6.0,9,0,0,2,0,5,6,0,0,6,9.0,9.0,1200,9,415,6.916666666666667,0.9261300992282249,7,13.012048192771084,7.228915662650603,8.674698795180722,3643.3734939759033,3933.975903614458,0.0,4.0,1.1025223759153784,1.1569292653309047,53.27945707014332,27.527675276752767,9.61869618696187,53.038130381303816,7.478474784747847,2.337023370233702,1063,0.5827067669172933
