Date,SeasonNumber,SeasonVersion,Player,MatchId,Map,Category,Playlist,Input,Queue,PreCsr,PostCsr,Rank,WasAtStart,WasAtEnd,WasInProgressJoin,Mmr,Outcome,Accuracy,DamageDone,DamageTaken,ShotsFired,ShotsLanded,ShotsMissed,KD,KDA,TotalKills,KillsMelee,KillsGrenade,KillsHeadshot,KillsPower,AssistsEmp,AssistsDriver,AssistsCallout,Deaths,Assists,Betrayals,Suicides,MaxSpree,VehicleDestroys,VehicleHijacks,ExpectedKills,ExpectedDeaths,Score,Perfects,Medals,LengthSeconds
"2023-11-06 02:40:05",5,1,eArL694412,0e88fe36-94f3-4864-b826-68aa9203c10b,"Live Fire","King of the Hill","Ranked Arena",CrossPlay,Open,952,962,3,1,1,0,,Win,59.3,2417,2011,86,51,35,1.40,3.33,7,1,1,4,0,0,0,0,5,4,0,0,4,0,0,9,7,1000,0,3,303
"2023-11-06 02:46:04",5,1,eArL694412,56b5023e-b456-4bd3-85a4-cfbfcada5aad,Solitude,"King of the Hill","Ranked Arena",CrossPlay,Open,962,956,5,1,1,0,,Loss,54.11,6561,4462,231,125,106,1.29,6.66,18,1,1,9,2,0,0,0,14,8,0,0,5,0,0,20,18,2550,2,10,728
"2023-11-06 02:59:28",5,1,eArL694412,55e2b483-534f-4af3-9402-5510a99af9ad,Solitude,Slayer,"Ranked Arena",CrossPlay,Open,956,949,8,1,1,0,,Loss,50.85,3813,4170,177,90,87,0.62,-1.66,8,0,1,5,0,0,0,1,13,10,0,0,2,0,0,12,12,1310,1,5,535
"2023-11-06 03:09:54",5,1,eArL694412,06881080-b0e6-4541-994f-64cf29ce9f8e,"Live Fire",Slayer,"Ranked Arena",CrossPlay,Open,949,943,5,1,1,0,,Loss,39.55,2952,3667,177,70,107,0.92,-0.33,12,0,1,8,0,0,0,0,13,2,0,0,2,0,0,10,11,1300,0,3,462
"2023-11-06 03:19:22",5,1,eArL694412,40480a89-3403-4d29-824c-e9d34d1e63a9,Argyle,"CTF 3 Captures","Ranked Arena",CrossPlay,Open,943,937,6,1,1,0,,Loss,47.92,6129,5017,288,138,150,1.47,9.00,22,1,0,12,0,0,0,0,15,6,0,0,3,0,0,15,16,2600,1,5,757
"2023-11-06 03:32:59",5,1,eArL694412,c84e9cd0-c823-47bc-b80c-8a71079272f2,"Live Fire","King of the Hill","Ranked Arena",CrossPlay,Open,937,930,5,1,1,0,,Loss,46.48,3338,3411,142,66,76,0.55,-2.66,6,1,1,3,1,0,0,0,11,7,0,0,3,0,0,11,10,1025,0,1,401
"2023-11-06 03:43:09",5,1,eArL694412,38b20be6-e9be-415b-9c89-61c8dea8bd04,Solitude,Strongholds,"Ranked Arena",CrossPlay,Open,930,940,1,1,1,0,,Win,58.14,3383,2630,129,75,54,0.89,0.66,8,1,1,3,0,0,0,0,9,5,0,0,2,0,0,11,8,1375,0,2,467
"2023-11-06 03:51:43",5,1,eArL694412,3e9e3b6e-3618-4aeb-80fe-6f4c8d2af45b,Aquarius,"CTF 5 Captures","Ranked Arena",CrossPlay,Open,940,933,5,1,1,0,,Loss,49.4,4935,4839,249,123,126,0.80,1.00,12,2,1,5,0,0,0,0,15,12,0,0,4,0,0,16,16,2195,0,6,735
"2023-11-06 04:07:03",5,1,eArL694412,93f64246-f910-4255-943f-b3fbce6a428d,Solitude,Slayer,"Ranked Arena",CrossPlay,Open,933,942,3,1,1,0,,Win,46.99,3611,3500,166,78,88,1.00,2.33,8,1,0,6,0,0,0,0,8,7,0,0,3,0,0,10,10,1150,0,3,465
"2023-11-06 04:18:02",5,1,eArL694412,9eb9e398-0d1c-41e6-83e8-f393768e7dd2,Recharge,"King of the Hill","Ranked Arena",CrossPlay,Open,942,935,6,1,1,1,,Loss,53.31,6602,6732,287,153,134,0.90,1.66,18,0,2,9,0,0,0,0,20,11,0,0,4,0,0,19,19,2650,0,5,745
"2023-11-06 04:38:44",5,1,eArL694412,797def8d-1019-4d7d-9219-0371c532c11e,"Live Fire",Oddball,"Ranked Arena",CrossPlay,Open,935,928,6,1,1,0,,Loss,42.04,3101,3423,157,66,91,0.58,-2.66,7,0,0,4,0,0,0,1,12,7,0,0,2,0,0,11,12,1170,0,2,475
"2023-11-06 04:48:43",5,1,eArL694412,4340d779-56cc-4be7-b2df-410317d8484b,Streets,Slayer,"Ranked Arena",CrossPlay,Open,928,933,4,1,1,0,,Win,37.17,667,933,113,42,71,0.50,0.00,1,0,0,1,0,0,0,0,2,3,0,0,1,0,0,3,2,250,0,0,238
"2023-11-06 04:57:17",5,1,eArL694412,7bf197bd-0a69-4d52-874a-4869545babb8,Streets,Extraction,"Ranked Arena",CrossPlay,Open,933,942,1,1,1,0,,Win,53.27,4810,3741,199,106,93,1.27,7.00,14,2,2,7,1,0,0,0,11,12,1,0,6,0,0,13,13,2900,0,13,559
"2023-11-06 05:08:07",5,1,eArL694412,612e1a94-08d1-4c34-bfd3-4f796fe9e684,"Live Fire","King of the Hill","Ranked Arena",CrossPlay,Open,942,951,1,1,1,0,,Win,53.47,6014,4872,202,108,94,1.21,4.66,17,3,2,11,0,0,0,1,14,5,0,0,3,0,0,16,15,2335,0,5,603
"2023-11-06 05:19:32",5,1,eArL694412,ba9242fa-a83a-4422-b87e-2c8eeab56c8a,Aquarius,"CTF 5 Captures","Ranked Arena",CrossPlay,Open,951,944,7,1,1,0,,Loss,46.78,5962,4211,342,160,182,1.46,10.33,19,1,1,10,0,0,0,0,13,13,0,0,7,0,0,15,17,2600,0,3,753
"2023-11-06 05:32:57",5,1,eArL694412,2d046472-3219-46fc-85a0-76d8b19b1454,"Live Fire",Strongholds,"Ranked Arena",CrossPlay,Open,944,937,5,1,1,0,,Loss,49.37,5327,5597,239,118,121,0.94,1.66,17,1,3,6,0,0,0,1,18,8,0,0,2,0,0,19,20,2860,0,2,852
"2023-11-07 01:45:08",5,1,eArL694412,adf96a18-5340-4722-b188-7ffaeb9159e1,"Live Fire",Strongholds,"Ranked Arena",CrossPlay,Open,937,931,5,1,1,0,,Loss,59.77,7292,5417,256,153,103,1.17,6.00,21,3,0,9,1,0,0,0,18,9,0,0,4,0,0,16,17,2900,0,9,730
"2023-11-07 01:58:53",5,1,eArL694412,d70b93f1-b22d-4e20-95a0-054a18bbb7ce,"Live Fire",Oddball,"Ranked Arena",CrossPlay,Open,931,940,4,1,1,0,,Win,54.55,4248,3800,143,78,65,1.10,3.33,11,0,3,4,0,0,0,0,10,7,0,0,5,0,0,13,12,1475,0,7,516
"2023-11-07 02:09:22",5,1,eArL694412,19776525-ff15-4ebc-bf57-9ace815800e3,"Live Fire",Slayer,"Ranked Arena",CrossPlay,Open,940,933,8,1,1,0,,Loss,58.1,2924,2967,105,61,44,0.50,-4.00,5,0,1,1,0,0,0,0,10,3,0,0,1,0,0,10,11,650,0,1,466
"2023-11-07 02:20:11",5,1,eArL694412,736dc470-a70d-4ffe-b1dd-db389752986b,Recharge,Extraction,"Ranked Arena",CrossPlay,Open,933,944,1,1,1,0,,Win,51.96,4249,2928,179,93,86,1.88,9.33,15,2,0,10,0,0,0,0,8,7,0,0,5,0,0,13,10,2700,0,7,523
"2023-11-07 02:29:52",5,1,eArL694412,23f0a4db-b67d-420d-8230-72f781576465,Streets,Slayer,"Ranked Arena",CrossPlay,Open,944,954,1,1,1,0,,Win,47.11,2569,2651,329,155,174,1.75,6.66,14,2,1,6,0,0,0,0,8,2,0,0,4,0,0,9,9,1500,0,5,415
"2023-11-07 02:38:26",5,1,eArL694412,7f0ac945-a74e-4f10-a5ed-574dde8c8662,Recharge,Oddball,"Ranked Arena",CrossPlay,Open,954,947,8,1,1,0,,Loss,49.3,5083,4818,215,106,109,0.94,1.66,15,2,0,6,0,0,0,0,16,8,0,0,2,0,0,16,17,1970,0,4,689
"2023-11-07 02:51:00",5,1,eArL694412,de52802e-c32f-4caa-9f85-06f8cf977209,Streets,Slayer,"Ranked Arena",CrossPlay,Open,947,956,4,1,1,0,,Win,52.45,3889,3240,204,107,97,1.13,4.00,9,0,0,4,0,0,0,1,8,9,0,0,3,0,0,12,12,1360,0,4,546
"2023-11-07 03:01:51",5,1,eArL694412,f9b246e2-515b-415d-b774-03fd4deab78d,Solitude,Strongholds,"Ranked Arena",CrossPlay,Open,956,950,5,1,1,0,,Loss,52.79,4811,4777,197,104,93,1.36,6.33,15,2,1,10,0,0,0,1,11,7,0,0,9,0,0,14,15,2435,0,4,628
"2023-11-07 03:13:30",5,1,eArL694412,b8c7b076-6ba5-41ca-8055-20480198647d,Recharge,Strongholds,"Ranked Arena",CrossPlay,Open,950,942,6,1,0,0,,Left,38.92,2357,3003,167,65,102,0.45,-4.33,5,1,0,3,0,0,0,1,11,5,0,0,2,0,0,10,12,1160,0,0,535
"2023-11-07 03:22:42",5,1,eArL694412,d21306e1-5da9-4b7c-867f-af0fb288898b,Aquarius,"CTF 5 Captures","Ranked Arena",CrossPlay,Open,942,936,5,1,1,0,,Loss,48.39,6408,6149,248,120,128,1.11,5.66,21,7,0,10,0,0,0,0,19,11,0,0,3,0,0,16,17,3145,0,10,751
"2023-11-07 03:41:40",5,1,eArL694412,81c8edf1-41cf-41f9-9977-07548618d63c,"Live Fire",Slayer,"Ranked Arena",CrossPlay,Open,936,930,5,1,1,0,,Loss,50.72,5260,5248,276,140,136,1.29,5.66,18,3,1,9,0,0,0,0,14,5,0,0,3,0,0,12,13,2050,0,6,564
"2023-11-07 03:52:23",5,1,eArL694412,6a7a3d01-e346-490e-b05b-41046e25edb9,"Live Fire",Oddball,"Ranked Arena",CrossPlay,Open,930,923,6,1,1,0,,Loss,50.17,6567,5532,299,150,149,0.88,1.66,15,3,1,8,1,0,0,0,17,11,0,0,3,0,0,17,18,2345,0,7,720
"2023-11-07 04:06:14",5,1,eArL694412,30a03bca-553d-4ee1-ab38-c2d7cb5b7875,Streets,Oddball,"Ranked Arena",CrossPlay,Open,923,916,5,1,1,0,,Loss,55.63,3153,3467,142,79,63,0.31,-6.33,4,1,0,2,0,0,0,0,13,8,0,0,2,0,0,12,13,1300,0,1,527
"2023-11-07 04:18:02",5,1,eArL694412,d2e89ade-e097-4551-bed6-e6c0eb28faab,Solitude,Slayer,"Ranked Arena",CrossPlay,Open,916,911,7,1,0,0,,Left,53.57,1368,1758,56,30,26,0.33,-4.00,2,0,0,1,1,0,0,0,6,0,0,0,1,0,0,3,6,200,0,1,639
"2023-11-07 04:23:58",5,1,eArL694412,de0faa6f-fbda-46e7-b939-e9f3884c811c,Recharge,Oddball,"Ranked Arena",CrossPlay,Open,911,905,6,1,1,0,,Loss,51.42,8242,7440,352,181,171,1.88,18.66,30,5,1,14,0,0,0,0,16,14,0,0,5,0,0,22,24,4475,0,16,966
"2023-11-07 04:43:01",5,1,eArL694412,ff234f1f-ee84-4f11-b405-94fbbb27d767,Solitude,Slayer,"Ranked Arena",CrossPlay,Open,905,915,2,1,1,0,,Win,53.74,5049,3007,214,115,99,1.86,9.00,13,1,0,6,0,0,0,0,7,9,0,0,4,0,0,12,10,1750,0,3,496
"2023-11-07 04:53:35",5,1,eArL694412,96696648-13c9-408f-a0cf-d665ef50bd0e,Aquarius,Slayer,"Ranked Arena",CrossPlay,Open,915,924,4,1,1,0,,Win,40.32,3774,3492,186,75,111,1.33,5.66,8,3,1,2,0,0,0,0,6,11,0,0,3,0,0,12,11,1350,0,4,523
"2023-11-07 05:06:34",5,1,eArL694412,3fd1bba0-1f31-4478-bd39-c9e7a0fa5ebc,Recharge,"King of the Hill","Ranked Arena",CrossPlay,Open,924,917,7,1,0,0,,Left,43.52,2059,1531,108,47,61,1.75,4.33,7,0,0,4,0,0,0,0,4,4,0,0,3,0,0,5,6,925,0,2,328
